timestamp,server_id,cpu_usage,memory_usage,disk_io,network_io,task_duration,priority,outside_temperature,cooling_efficiency,power_usage,temperature,thermal_status
2026-01-09T19:45:00,server_022,76.00,68.00,315.00,523.00,37.00,1,22.80,0.82,561.00,46.93,Critical
2026-01-09T19:50:00,server_025,60.00,61.00,133.00,309.00,83.00,1,20.84,0.77,465.00,41.63,Warning
2026-01-09T19:55:00,server_048,55.00,49.00,237.00,316.00,29.00,2,21.65,0.73,453.00,41.84,Warning
2026-01-09T20:00:00,server_031,55.00,52.00,69.00,287.00,43.00,2,19.92,0.76,453.00,40.44,Warning
2026-01-09T20:05:00,server_023,61.00,55.00,106.00,221.00,39.00,3,20.01,0.77,509.00,44.20,Warning
2026-01-09T20:10:00,server_038,59.00,54.00,103.00,285.00,57.00,1,20.72,0.74,456.00,41.38,Warning
2026-01-09T20:15:00,server_003,59.00,62.00,244.00,264.00,55.00,3,19.76,0.72,498.00,43.08,Warning
2026-01-09T20:20:00,server_035,54.00,44.00,127.00,233.00,25.00,2,19.63,0.86,442.00,39.81,Warning
2026-01-09T20:25:00,server_006,53.00,49.00,134.00,372.00,48.00,2,21.52,0.77,434.00,39.68,Warning
2026-01-09T20:30:00,server_036,51.00,54.00,118.00,337.00,59.00,2,21.81,0.72,426.00,40.10,Warning
2026-01-09T20:35:00,server_008,53.00,50.00,180.00,122.00,35.00,3,18.72,0.71,446.00,40.88,Warning
2026-01-09T20:40:00,server_026,51.00,58.00,214.00,314.00,39.00,1,20.91,0.81,442.00,40.82,Warning
2026-01-09T20:45:00,server_009,58.00,47.00,160.00,308.00,88.00,2,21.41,0.79,468.00,41.20,Warning
2026-01-09T20:50:00,server_027,55.00,39.00,134.00,279.00,37.00,1,20.28,0.84,415.00,39.47,Warning
2026-01-09T20:55:00,server_031,48.00,37.00,129.00,172.00,26.00,2,19.91,0.77,394.00,38.78,Warning
2026-01-09T21:00:00,server_012,49.00,39.00,119.00,190.00,110.00,2,19.32,0.72,413.00,38.01,Warning
2026-01-09T21:05:00,server_050,52.00,49.00,163.00,312.00,93.00,1,20.00,0.73,405.00,40.15,Warning
2026-01-09T21:10:00,server_029,47.00,40.00,64.00,255.00,43.00,1,19.69,0.80,388.00,38.20,Warning
2026-01-09T21:15:00,server_022,47.00,39.00,111.00,307.00,100.00,1,18.91,0.82,395.00,38.10,Warning
2026-01-09T21:20:00,server_027,49.00,36.00,173.00,185.00,32.00,2,17.83,0.73,403.00,37.20,Warning
2026-01-09T21:25:00,server_039,47.00,46.00,222.00,133.00,40.00,3,19.03,0.74,427.00,39.76,Warning
2026-01-09T21:30:00,server_012,47.00,55.00,215.00,169.00,45.00,2,19.77,0.77,422.00,39.78,Warning
2026-01-09T21:35:00,server_014,52.00,63.00,98.00,174.00,34.00,2,18.08,0.77,444.00,40.57,Warning
2026-01-09T21:40:00,server_020,50.00,37.00,87.00,289.00,22.00,2,19.65,0.84,410.00,38.70,Warning
2026-01-09T21:45:00,server_003,58.00,45.00,140.00,303.00,36.00,3,19.33,0.80,469.00,42.08,Warning
2026-01-09T21:50:00,server_002,53.00,46.00,84.00,391.00,34.00,2,19.62,0.82,434.00,39.45,Warning
2026-01-09T21:55:00,server_035,55.00,48.00,248.00,145.00,33.00,1,17.85,0.77,422.00,40.18,Warning
2026-01-09T22:00:00,server_019,44.00,43.00,120.00,186.00,29.00,3,17.82,0.79,401.00,36.95,Warning
2026-01-09T22:05:00,server_016,53.00,48.00,257.00,142.00,27.00,3,17.87,0.79,455.00,39.18,Warning
2026-01-09T22:10:00,server_020,48.00,45.00,201.00,337.00,37.00,2,17.95,0.79,416.00,38.69,Warning
2026-01-09T22:15:00,server_033,38.00,51.00,107.00,108.00,17.00,2,18.68,0.83,368.00,35.20,Warning
2026-01-09T22:20:00,server_004,60.00,62.00,142.00,288.00,26.00,2,17.54,0.72,484.00,42.01,Warning
2026-01-09T22:25:00,server_018,48.00,46.00,99.00,241.00,45.00,3,18.36,0.76,423.00,38.62,Warning
2026-01-09T22:30:00,server_027,56.00,47.00,241.00,231.00,57.00,2,19.16,0.76,437.00,40.77,Warning
2026-01-09T22:35:00,server_043,39.00,53.00,153.00,210.00,101.00,1,17.64,0.80,369.00,35.95,Warning
2026-01-09T22:40:00,server_020,54.00,53.00,119.00,281.00,35.00,3,16.82,0.79,455.00,39.83,Warning
2026-01-09T22:45:00,server_037,43.00,47.00,173.00,219.00,24.00,2,17.79,0.76,396.00,37.43,Warning
2026-01-09T22:50:00,server_046,56.00,66.00,194.00,351.00,68.00,2,17.69,0.78,485.00,42.07,Warning
2026-01-09T22:55:00,server_029,50.00,56.00,134.00,254.00,67.00,1,18.67,0.70,417.00,40.14,Warning
2026-01-09T23:00:00,server_046,36.00,45.00,117.00,231.00,43.00,2,17.57,0.73,363.00,35.32,Warning
2026-01-09T23:05:00,server_031,44.00,33.00,62.00,296.00,86.00,2,16.42,0.75,385.00,36.01,Warning
2026-01-09T23:10:00,server_049,38.00,33.00,82.00,259.00,47.00,2,15.77,0.70,358.00,36.35,Warning
2026-01-09T23:15:00,server_020,46.00,49.00,101.00,223.00,23.00,1,16.16,0.76,383.00,36.27,Warning
2026-01-09T23:20:00,server_033,51.00,45.00,133.00,339.00,79.00,2,17.66,0.78,422.00,38.76,Warning
2026-01-09T23:25:00,server_020,34.00,40.00,58.00,159.00,27.00,3,17.98,0.73,358.00,34.58,Normal
2026-01-09T23:30:00,server_010,38.00,34.00,112.00,188.00,24.00,2,16.56,0.72,340.00,34.60,Normal
2026-01-09T23:35:00,server_006,40.00,46.00,153.00,135.00,21.00,1,17.93,0.86,344.00,35.02,Warning
2026-01-09T23:40:00,server_031,48.00,37.00,137.00,331.00,75.00,3,16.75,0.78,429.00,38.61,Warning
2026-01-09T23:45:00,server_030,38.00,33.00,148.00,193.00,15.00,3,18.12,0.77,385.00,35.70,Warning
2026-01-09T23:50:00,server_007,43.00,48.00,199.00,237.00,29.00,2,18.45,0.80,403.00,38.33,Warning
2026-01-09T23:55:00,server_042,41.00,44.00,157.00,173.00,38.00,3,18.31,0.80,388.00,36.44,Warning
2026-01-10T00:00:00,server_025,41.00,38.00,192.00,138.00,37.00,1,16.87,0.80,361.00,35.07,Warning
2026-01-10T00:05:00,server_043,40.00,40.00,104.00,296.00,39.00,2,18.27,0.80,383.00,36.48,Warning
2026-01-10T00:10:00,server_025,39.00,42.00,78.00,164.00,19.00,3,16.73,0.80,404.00,36.27,Warning
2026-01-10T00:15:00,server_008,25.00,29.00,140.00,219.00,16.00,2,17.26,0.80,312.00,32.27,Normal
2026-01-10T00:20:00,server_004,42.00,45.00,165.00,292.00,31.00,1,17.56,0.77,385.00,36.43,Warning
2026-01-10T00:25:00,server_001,39.00,43.00,128.00,254.00,23.00,1,18.16,0.81,356.00,35.28,Warning
2026-01-10T00:30:00,server_020,44.00,37.00,164.00,320.00,78.00,2,16.93,0.74,375.00,36.92,Warning
2026-01-10T00:35:00,server_031,42.00,30.00,113.00,144.00,17.00,3,17.45,0.76,377.00,35.62,Warning
2026-01-10T00:40:00,server_033,35.00,40.00,124.00,194.00,87.00,2,18.03,0.77,336.00,35.76,Warning
2026-01-10T00:45:00,server_025,40.00,36.00,137.00,183.00,28.00,1,17.10,0.80,357.00,35.89,Warning
2026-01-10T00:50:00,server_036,37.00,27.00,132.00,215.00,36.00,2,17.61,0.75,355.00,35.47,Warning
2026-01-10T00:55:00,server_012,47.00,38.00,117.00,230.00,40.00,1,17.41,0.83,366.00,35.62,Warning
2026-01-10T01:00:00,server_024,36.00,34.00,106.00,243.00,33.00,2,16.98,0.83,343.00,34.72,Normal
2026-01-10T01:05:00,server_026,36.00,38.00,164.00,179.00,28.00,3,15.97,0.79,369.00,34.78,Normal
2026-01-10T01:10:00,server_015,49.00,38.00,122.00,298.00,47.00,2,17.18,0.77,396.00,37.18,Warning
2026-01-10T01:15:00,server_036,52.00,47.00,94.00,244.00,110.00,2,17.23,0.80,427.00,38.75,Warning
2026-01-10T01:20:00,server_023,42.00,36.00,175.00,198.00,78.00,1,16.53,0.78,346.00,34.67,Normal
2026-01-10T01:25:00,server_002,34.00,37.00,85.00,177.00,54.00,2,16.64,0.76,338.00,34.42,Normal
2026-01-10T01:30:00,server_042,52.00,60.00,134.00,185.00,59.00,1,18.17,0.82,416.00,38.36,Warning
2026-01-10T01:35:00,server_013,38.00,39.00,143.00,203.00,75.00,1,17.79,0.77,347.00,36.20,Warning
2026-01-10T01:40:00,server_037,36.00,34.00,99.00,240.00,52.00,2,17.39,0.81,347.00,35.01,Warning
2026-01-10T01:45:00,server_046,36.00,25.00,89.00,192.00,46.00,3,17.89,0.78,349.00,34.49,Normal
2026-01-10T01:50:00,server_047,43.00,44.00,128.00,215.00,15.00,2,18.52,0.75,373.00,35.33,Warning
2026-01-10T01:55:00,server_039,30.00,37.00,83.00,227.00,22.00,2,16.78,0.81,318.00,33.52,Normal
2026-01-10T02:00:00,server_035,40.00,37.00,137.00,223.00,70.00,3,18.11,0.73,381.00,36.50,Warning
2026-01-10T02:05:00,server_026,34.00,33.00,142.00,151.00,35.00,3,16.56,0.77,367.00,35.18,Warning
2026-01-10T02:10:00,server_003,40.00,39.00,163.00,283.00,102.00,1,17.83,0.78,359.00,34.71,Normal
2026-01-10T02:15:00,server_037,35.00,34.00,123.00,242.00,103.00,2,17.00,0.78,340.00,34.42,Normal
2026-01-10T02:20:00,server_013,43.00,38.00,103.00,176.00,58.00,2,17.39,0.85,386.00,35.97,Warning
2026-01-10T02:25:00,server_044,48.00,50.00,91.00,127.00,32.00,2,19.83,0.80,418.00,38.76,Warning
2026-01-10T02:30:00,server_042,42.00,36.00,160.00,231.00,48.00,1,18.32,0.79,343.00,35.30,Warning
2026-01-10T02:35:00,server_034,37.00,47.00,184.00,153.00,64.00,2,18.04,0.78,364.00,36.03,Warning
2026-01-10T02:40:00,server_036,44.00,50.00,116.00,144.00,53.00,3,18.51,0.80,419.00,37.76,Warning
2026-01-10T02:45:00,server_014,42.00,48.00,95.00,261.00,48.00,3,18.94,0.79,396.00,37.10,Warning
2026-01-10T02:50:00,server_037,40.00,42.00,114.00,115.00,57.00,2,17.87,0.74,364.00,36.66,Warning
2026-01-10T02:55:00,server_018,43.00,31.00,175.00,288.00,18.00,1,18.94,0.78,355.00,36.16,Warning
2026-01-10T03:00:00,server_043,39.00,49.00,74.00,173.00,14.00,1,20.26,0.87,360.00,36.40,Warning
2026-01-10T03:05:00,server_008,39.00,35.00,90.00,146.00,16.00,2,18.72,0.79,363.00,36.49,Warning
2026-01-10T03:10:00,server_003,38.00,28.00,100.00,124.00,19.00,2,18.48,0.77,345.00,34.87,Normal
2026-01-10T03:15:00,server_044,41.00,37.00,119.00,224.00,30.00,2,18.14,0.83,374.00,35.82,Warning
2026-01-10T03:20:00,server_013,30.00,29.00,83.00,196.00,58.00,1,18.40,0.81,313.00,32.24,Normal
2026-01-10T03:25:00,server_037,35.00,28.00,79.00,263.00,76.00,3,18.53,0.76,357.00,36.16,Warning
2026-01-10T03:30:00,server_022,36.00,41.00,89.00,107.00,37.00,1,19.84,0.73,341.00,35.00,Warning
2026-01-10T03:35:00,server_020,30.00,25.00,73.00,103.00,22.00,3,17.86,0.73,340.00,34.29,Normal
2026-01-10T03:40:00,server_021,32.00,25.00,63.00,209.00,84.00,2,18.80,0.79,326.00,35.29,Warning
2026-01-10T03:45:00,server_008,25.00,37.00,68.00,175.00,95.00,2,18.88,0.75,300.00,33.45,Normal
2026-01-10T03:50:00,server_041,24.00,34.00,58.00,172.00,32.00,1,18.95,0.81,282.00,32.33,Normal
2026-01-10T03:55:00,server_050,45.00,42.00,103.00,93.00,141.00,1,17.91,0.74,361.00,36.28,Warning
2026-01-10T04:00:00,server_005,42.00,46.00,168.00,251.00,140.00,2,19.27,0.87,383.00,36.50,Warning
2026-01-10T04:05:00,server_038,42.00,45.00,157.00,283.00,40.00,3,21.19,0.81,401.00,39.19,Warning
2026-01-10T04:10:00,server_032,38.00,49.00,135.00,204.00,69.00,1,20.54,0.79,375.00,37.15,Warning
2026-01-10T04:15:00,server_031,50.00,49.00,172.00,126.00,105.00,1,21.06,0.79,400.00,40.08,Warning
2026-01-10T04:20:00,server_010,37.00,38.00,110.00,174.00,28.00,2,21.30,0.73,356.00,36.31,Warning
2026-01-10T04:25:00,server_040,43.00,45.00,131.00,218.00,46.00,2,21.15,0.85,387.00,37.74,Warning
2026-01-10T04:30:00,server_047,52.00,52.00,246.00,139.00,88.00,3,21.13,0.83,446.00,40.28,Warning
2026-01-10T04:35:00,server_038,42.00,35.00,189.00,130.00,16.00,2,20.02,0.81,383.00,37.53,Warning
2026-01-10T04:40:00,server_041,43.00,44.00,116.00,156.00,25.00,3,19.25,0.78,419.00,39.09,Warning
2026-01-10T04:45:00,server_034,46.00,33.00,158.00,209.00,52.00,2,19.70,0.75,385.00,38.25,Warning
2026-01-10T04:50:00,server_015,54.00,46.00,90.00,185.00,27.00,2,22.11,0.75,431.00,42.14,Warning
2026-01-10T04:55:00,server_040,44.00,40.00,174.00,301.00,28.00,2,21.35,0.75,382.00,38.71,Warning
2026-01-10T05:00:00,server_026,51.00,38.00,182.00,145.00,118.00,1,21.30,0.76,392.00,38.56,Warning
2026-01-10T05:05:00,server_003,40.00,35.00,178.00,291.00,88.00,2,22.78,0.80,373.00,36.96,Warning
2026-01-10T05:10:00,server_005,34.00,38.00,140.00,198.00,24.00,1,21.25,0.78,332.00,35.00,Warning
2026-01-10T05:15:00,server_020,47.00,44.00,161.00,376.00,46.00,3,23.40,0.77,431.00,40.70,Warning
2026-01-10T05:20:00,server_007,45.00,43.00,162.00,312.00,16.00,2,21.74,0.78,408.00,38.35,Warning
2026-01-10T05:25:00,server_030,41.00,36.00,185.00,154.00,32.00,1,22.15,0.83,365.00,36.84,Warning
2026-01-10T05:30:00,server_017,50.00,48.00,127.00,223.00,126.00,2,21.92,0.80,423.00,39.67,Warning
2026-01-10T05:35:00,server_029,56.00,52.00,245.00,268.00,44.00,3,22.65,0.78,483.00,41.87,Warning
2026-01-10T05:40:00,server_035,47.00,50.00,128.00,361.00,37.00,2,21.95,0.75,422.00,39.20,Warning
2026-01-10T05:45:00,server_014,40.00,32.00,121.00,282.00,66.00,2,22.15,0.81,373.00,36.87,Warning
2026-01-10T05:50:00,server_016,49.00,46.00,230.00,213.00,35.00,3,23.17,0.82,439.00,39.90,Warning
2026-01-10T05:55:00,server_037,38.00,41.00,55.00,300.00,19.00,3,23.23,0.83,383.00,37.47,Warning
2026-01-10T06:00:00,server_034,58.00,50.00,249.00,272.00,62.00,3,23.72,0.70,496.00,43.46,Warning
2026-01-10T06:05:00,server_037,48.00,51.00,137.00,283.00,17.00,2,23.77,0.77,422.00,40.73,Warning
2026-01-10T06:10:00,server_019,46.00,44.00,94.00,210.00,29.00,3,23.46,0.76,420.00,39.19,Warning
2026-01-10T06:15:00,server_029,45.00,42.00,118.00,213.00,22.00,2,23.34,0.73,388.00,37.47,Warning
2026-01-10T06:20:00,server_017,39.00,41.00,103.00,257.00,23.00,3,22.38,0.69,384.00,37.93,Warning
2026-01-10T06:25:00,server_041,45.00,55.00,115.00,213.00,36.00,2,23.82,0.77,395.00,40.19,Warning
2026-01-10T06:30:00,server_021,44.00,38.00,98.00,219.00,78.00,1,23.59,0.77,378.00,37.57,Warning
2026-01-10T06:35:00,server_005,48.00,41.00,180.00,225.00,27.00,3,23.94,0.75,422.00,40.47,Warning
2026-01-10T06:40:00,server_044,48.00,44.00,137.00,326.00,55.00,2,23.75,0.73,400.00,39.54,Warning
2026-01-10T06:45:00,server_046,54.00,63.00,84.00,156.00,28.00,2,23.07,0.79,464.00,42.13,Warning
2026-01-10T06:50:00,server_012,38.00,41.00,184.00,257.00,81.00,1,23.92,0.77,360.00,36.96,Warning
2026-01-10T06:55:00,server_045,48.00,54.00,128.00,345.00,19.00,2,23.48,0.79,436.00,40.54,Warning
2026-01-10T07:00:00,server_035,49.00,37.00,228.00,357.00,25.00,2,25.38,0.78,412.00,41.38,Warning
2026-01-10T07:05:00,server_038,54.00,49.00,136.00,344.00,61.00,1,26.30,0.76,420.00,41.97,Warning
2026-01-10T07:10:00,server_031,58.00,54.00,127.00,169.00,51.00,3,25.11,0.85,482.00,42.34,Warning
2026-01-10T07:15:00,server_049,45.00,37.00,161.00,153.00,19.00,2,26.44,0.74,381.00,38.91,Warning
2026-01-10T07:20:00,server_027,42.00,42.00,111.00,276.00,35.00,3,25.34,0.84,393.00,38.26,Warning
2026-01-10T07:25:00,server_028,48.00,41.00,94.00,210.00,26.00,2,25.69,0.75,415.00,40.31,Warning
2026-01-10T07:30:00,server_027,47.00,44.00,123.00,291.00,143.00,1,25.42,0.77,379.00,38.43,Warning
2026-01-10T07:35:00,server_030,47.00,54.00,110.00,158.00,32.00,2,25.58,0.82,427.00,40.72,Warning
2026-01-10T07:40:00,server_016,64.00,52.00,178.00,410.00,35.00,3,25.15,0.74,496.00,44.50,Warning
2026-01-10T07:45:00,server_021,60.00,48.00,180.00,463.00,21.00,2,25.54,0.81,472.00,42.71,Warning
2026-01-10T07:50:00,server_018,58.00,58.00,141.00,321.00,27.00,3,25.50,0.84,484.00,43.91,Warning
2026-01-10T07:55:00,server_027,63.00,61.00,110.00,341.00,27.00,2,25.59,0.85,491.00,43.92,Warning
2026-01-10T08:00:00,server_032,67.00,57.00,216.00,496.00,62.00,2,28.92,0.80,509.00,45.66,Critical
2026-01-10T08:05:00,server_016,57.00,57.00,192.00,179.00,59.00,3,26.97,0.76,471.00,43.84,Warning
2026-01-10T08:10:00,server_003,60.00,52.00,166.00,452.00,192.00,3,28.66,0.78,496.00,44.76,Warning
2026-01-10T08:15:00,server_024,56.00,43.00,104.00,380.00,55.00,1,27.03,0.77,413.00,41.14,Warning
2026-01-10T08:20:00,server_042,63.00,61.00,264.00,379.00,68.00,1,27.42,0.78,476.00,45.01,Critical
2026-01-10T08:25:00,server_048,52.00,52.00,207.00,371.00,88.00,1,27.62,0.81,419.00,41.43,Warning
2026-01-10T08:30:00,server_005,64.00,66.00,135.00,219.00,43.00,2,27.13,0.76,512.00,46.10,Critical
2026-01-10T08:35:00,server_022,60.00,59.00,97.00,150.00,26.00,2,28.77,0.78,478.00,44.56,Warning
2026-01-10T08:40:00,server_043,68.00,74.00,172.00,441.00,78.00,2,26.41,0.80,534.00,46.18,Critical
2026-01-10T08:45:00,server_042,54.00,61.00,75.00,217.00,31.00,2,28.07,0.84,451.00,43.51,Warning
2026-01-10T08:50:00,server_041,52.00,38.00,173.00,242.00,26.00,2,28.95,0.71,426.00,41.89,Warning
2026-01-10T08:55:00,server_050,59.00,67.00,217.00,284.00,126.00,1,28.47,0.82,473.00,43.74,Warning
2026-01-10T09:00:00,server_030,64.00,55.00,195.00,400.00,240.00,3,28.43,0.79,505.00,45.39,Critical
2026-01-10T09:05:00,server_002,66.00,68.00,201.00,214.00,56.00,2,29.66,0.73,513.00,48.31,Critical
2026-01-10T09:10:00,server_034,61.00,67.00,255.00,147.00,37.00,1,29.07,0.79,469.00,43.80,Warning
2026-01-10T09:15:00,server_048,74.00,81.00,289.00,181.00,36.00,2,29.54,0.78,547.00,48.52,Critical
2026-01-10T09:20:00,server_019,63.00,63.00,255.00,297.00,24.00,2,29.46,0.75,511.00,46.23,Critical
2026-01-10T09:25:00,server_002,63.00,49.00,242.00,304.00,46.00,2,29.76,0.80,482.00,43.94,Warning
2026-01-10T09:30:00,server_041,65.00,76.00,224.00,453.00,66.00,1,28.84,0.77,507.00,46.69,Critical
2026-01-10T09:35:00,server_015,56.00,40.00,227.00,358.00,43.00,2,28.50,0.76,442.00,42.40,Warning
2026-01-10T09:40:00,server_048,71.00,60.00,234.00,372.00,49.00,1,29.87,0.82,513.00,46.97,Critical
2026-01-10T09:45:00,server_041,63.00,49.00,109.00,434.00,70.00,2,28.37,0.75,478.00,44.87,Warning
2026-01-10T09:50:00,server_028,62.00,46.00,259.00,355.00,98.00,1,29.36,0.81,455.00,44.33,Warning
2026-01-10T09:55:00,server_021,67.00,49.00,231.00,268.00,31.00,1,28.27,0.79,480.00,44.21,Warning
2026-01-10T10:00:00,server_041,63.00,67.00,162.00,347.00,47.00,2,30.21,0.82,504.00,46.94,Critical
2026-01-10T10:05:00,server_001,62.00,69.00,120.00,135.00,35.00,2,30.09,0.76,490.00,46.86,Critical
2026-01-10T10:10:00,server_016,57.00,53.00,144.00,350.00,39.00,3,30.26,0.77,482.00,45.66,Critical
2026-01-10T10:15:00,server_043,76.00,79.00,294.00,452.00,88.00,2,28.71,0.72,561.00,49.89,Critical
2026-01-10T10:20:00,server_048,66.00,63.00,227.00,181.00,74.00,2,30.97,0.79,511.00,46.94,Critical
2026-01-10T10:25:00,server_035,52.00,55.00,148.00,230.00,81.00,2,31.52,0.78,447.00,43.50,Warning
2026-01-10T10:30:00,server_039,70.00,73.00,115.00,399.00,60.00,2,31.70,0.83,531.00,48.54,Critical
2026-01-10T10:35:00,server_044,73.00,59.00,247.00,194.00,34.00,2,30.86,0.75,516.00,49.09,Critical
2026-01-10T10:40:00,server_031,62.00,60.00,268.00,362.00,32.00,2,30.95,0.83,493.00,45.88,Critical
2026-01-10T10:45:00,server_032,53.00,58.00,128.00,398.00,70.00,1,29.73,0.78,430.00,42.28,Warning
2026-01-10T10:50:00,server_036,57.00,49.00,165.00,361.00,48.00,1,29.87,0.80,443.00,43.09,Warning
2026-01-10T10:55:00,server_020,56.00,47.00,175.00,321.00,43.00,1,29.46,0.79,436.00,43.75,Warning
2026-01-10T11:00:00,server_037,74.00,60.00,162.00,425.00,94.00,2,31.09,0.78,520.00,47.40,Critical
2026-01-10T11:05:00,server_049,72.00,62.00,278.00,286.00,45.00,2,31.31,0.80,539.00,47.93,Critical
2026-01-10T11:10:00,server_033,57.00,55.00,132.00,210.00,36.00,2,30.85,0.78,467.00,43.90,Warning
2026-01-10T11:15:00,server_024,63.00,58.00,176.00,375.00,33.00,2,31.48,0.74,481.00,45.98,Critical
2026-01-10T11:20:00,server_049,61.00,43.00,202.00,454.00,63.00,3,31.15,0.74,494.00,46.21,Critical
2026-01-10T11:25:00,server_034,67.00,66.00,269.00,457.00,62.00,3,29.53,0.78,542.00,47.73,Critical
2026-01-10T11:30:00,server_042,71.00,56.00,208.00,417.00,52.00,1,30.19,0.72,489.00,45.18,Critical
2026-01-10T11:35:00,server_028,61.00,47.00,160.00,391.00,41.00,1,31.55,0.81,456.00,44.44,Warning
2026-01-10T11:40:00,server_013,65.00,50.00,138.00,272.00,49.00,1,31.05,0.80,458.00,44.49,Warning
2026-01-10T11:45:00,server_039,69.00,66.00,111.00,399.00,61.00,2,31.68,0.81,513.00,47.45,Critical
2026-01-10T11:50:00,server_004,65.00,62.00,264.00,347.00,29.00,2,30.47,0.75,509.00,46.64,Critical
2026-01-10T11:55:00,server_019,55.00,36.00,105.00,293.00,29.00,1,31.76,0.78,403.00,42.08,Warning
2026-01-10T12:00:00,server_045,72.00,80.00,119.00,483.00,32.00,2,30.24,0.75,563.00,49.67,Critical
2026-01-10T12:05:00,server_028,59.00,58.00,96.00,275.00,140.00,3,29.96,0.83,478.00,44.93,Warning
2026-01-10T12:10:00,server_006,73.00,73.00,136.00,256.00,29.00,2,30.95,0.80,542.00,48.73,Critical
2026-01-10T12:15:00,server_028,64.00,68.00,253.00,167.00,54.00,2,31.19,0.72,489.00,47.12,Critical
2026-01-10T12:20:00,server_006,70.00,58.00,168.00,259.00,39.00,2,30.67,0.77,513.00,46.03,Critical
2026-01-10T12:25:00,server_016,65.00,65.00,202.00,322.00,87.00,1,32.25,0.76,499.00,45.90,Critical
2026-01-10T12:30:00,server_005,74.00,81.00,183.00,247.00,50.00,3,31.02,0.75,580.00,51.66,Critical
2026-01-10T12:35:00,server_020,73.00,71.00,291.00,213.00,89.00,3,30.82,0.77,559.00,49.83,Critical
2026-01-10T12:40:00,server_031,58.00,45.00,180.00,378.00,63.00,1,31.13,0.79,432.00,44.54,Warning
2026-01-10T12:45:00,server_045,72.00,66.00,251.00,302.00,46.00,3,30.62,0.70,546.00,48.37,Critical
2026-01-10T12:50:00,server_040,63.00,61.00,230.00,284.00,47.00,3,31.64,0.81,518.00,47.72,Critical
2026-01-10T12:55:00,server_021,70.00,63.00,299.00,414.00,103.00,1,31.41,0.79,521.00,47.88,Critical
2026-01-10T13:00:00,server_005,78.00,75.00,217.00,279.00,63.00,3,30.76,0.77,584.00,50.12,Critical
2026-01-10T13:05:00,server_007,67.00,59.00,158.00,416.00,33.00,1,31.51,0.80,481.00,45.56,Critical
2026-01-10T13:10:00,server_027,75.00,53.00,137.00,421.00,50.00,2,31.11,0.81,532.00,47.74,Critical
2026-01-10T13:15:00,server_011,72.00,61.00,299.00,496.00,65.00,2,29.87,0.76,545.00,47.61,Critical
2026-01-10T13:20:00,server_043,61.00,54.00,125.00,193.00,59.00,1,31.08,0.78,458.00,44.68,Warning
2026-01-10T13:25:00,server_024,58.00,57.00,241.00,286.00,58.00,2,31.41,0.78,492.00,47.49,Critical
2026-01-10T13:30:00,server_028,58.00,51.00,234.00,319.00,48.00,3,31.03,0.81,494.00,44.84,Warning
2026-01-10T13:35:00,server_045,65.00,43.00,243.00,333.00,71.00,3,31.77,0.77,497.00,45.46,Critical
2026-01-10T13:40:00,server_037,71.00,69.00,151.00,302.00,42.00,3,31.39,0.86,556.00,47.92,Critical
2026-01-10T13:45:00,server_002,69.00,71.00,152.00,516.00,76.00,2,29.47,0.75,518.00,47.44,Critical
2026-01-10T13:50:00,server_037,69.00,60.00,232.00,413.00,34.00,2,31.16,0.73,510.00,47.25,Critical
2026-01-10T13:55:00,server_041,73.00,58.00,183.00,266.00,26.00,2,30.98,0.73,525.00,48.72,Critical
2026-01-10T14:00:00,server_016,64.00,53.00,242.00,367.00,127.00,2,30.40,0.79,495.00,46.18,Critical
2026-01-10T14:05:00,server_010,60.00,58.00,169.00,367.00,54.00,3,30.49,0.70,495.00,46.42,Critical
2026-01-10T14:10:00,server_003,60.00,53.00,222.00,407.00,23.00,2,30.51,0.85,463.00,42.98,Warning
2026-01-10T14:15:00,server_002,71.00,67.00,268.00,349.00,41.00,1,30.44,0.73,523.00,48.76,Critical
2026-01-10T14:20:00,server_047,63.00,57.00,278.00,244.00,39.00,1,29.27,0.81,466.00,45.37,Critical
2026-01-10T14:25:00,server_014,62.00,55.00,272.00,489.00,36.00,3,29.63,0.72,510.00,46.01,Critical
2026-01-10T14:30:00,server_010,73.00,80.00,190.00,480.00,36.00,2,30.50,0.81,578.00,49.60,Critical
2026-01-10T14:35:00,server_040,66.00,61.00,192.00,358.00,26.00,1,30.01,0.74,495.00,46.13,Critical
2026-01-10T14:40:00,server_021,83.00,65.00,298.00,308.00,48.00,2,30.88,0.75,577.00,50.71,Critical
2026-01-10T14:45:00,server_020,74.00,55.00,256.00,494.00,44.00,3,28.89,0.76,568.00,48.37,Critical
2026-01-10T14:50:00,server_013,66.00,58.00,226.00,348.00,31.00,2,29.52,0.76,508.00,46.27,Critical
2026-01-10T14:55:00,server_040,78.00,85.00,115.00,249.00,34.00,2,31.23,0.78,562.00,51.03,Critical
2026-01-10T15:00:00,server_043,70.00,64.00,232.00,514.00,64.00,2,29.26,0.78,519.00,48.07,Critical
2026-01-10T15:05:00,server_019,63.00,59.00,286.00,300.00,150.00,2,30.22,0.76,513.00,47.43,Critical
2026-01-10T15:10:00,server_021,69.00,64.00,273.00,479.00,32.00,2,27.92,0.75,522.00,47.14,Critical
2026-01-10T15:15:00,server_018,68.00,68.00,116.00,223.00,53.00,2,28.60,0.76,521.00,46.26,Critical
2026-01-10T15:20:00,server_004,63.00,55.00,282.00,186.00,50.00,3,29.67,0.78,511.00,45.35,Critical
